domain,url,for_sale,buy_now_price,all_prices_usd,summary
d.de,https://kineticharbor.com/en/articles/learn-about-popular-german-tourist-attractions?tkn=eyJhbGciOiJIUzI1NiJ9.eyJkb21haW4iOiJkLmRlIiwiY2hhbm5lbCI6ImRfMDI0OTUiLCJsYW5nIjoiRU4iLCJsYW5ndWFnZSI6IkVOIiwiY291bnRyeSI6InVzIiwidHJhY2tfaWQiOiJmMmE4ZDk2NTZmOGViZTYzMmJjODdiN2QyM2Y2MDhjNDVmN2E0MDcwIiwidGFyZ2V0X3VybCI6Imh0dHBzOlwvXC9raW5ldGljaGFyYm9yLmNvbVwvZW5cL2FydGljbGVzXC9sZWFybi1hYm91dC1wb3B1bGFyLWdlcm1hbi10b3VyaXN0LWF0dHJhY3Rpb25zIiwiZXhwIjoxNzYzODYzNjI1fQ.oZ_CWoHmsCNcELDrFQV1pHROvltjeoI4bIYBeyPdS7g,False,NONE,"27.5, 49.5, 66, 132, 16.5, 38.5, 22, 44, 33, 88",A travel guide site focused on popular German tourist attractions.
d.dk,https://d.dk/,False,NONE,,A Danish Dan Wesson firearms information and marketplace site for buying and selling Dan Wesson revolvers.
d.fr,https://d.fr,True,NONE,,"Premium domain names for sale by Nice Domain Name, including an exclusive three-domain bundle (DECORATION.com, BRICOLAGE.com, JARDINAGE.com)."
d.fo,https://d.fo/,False,NONE,,Placeholder page on the Faroese domain ð.fo containing garbled text.
d.gp,https://website.org/404?domain=d.gp,False,NONE,0,A free website creation service under Website.org for the d.gp domain.
d.gs,https://d.gs/,False,NONE,,A web page displaying PHP warning messages (undefined HTTP_ACCEPT_LANGUAGE and deprecated substr) from Dragonsayen.
c.mw,http://c.mw,True,1750,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 123, 8900, 49000, 177000, 88580, 18000, 16800, 4800, 400000, 19800, 8200, 30000, 50000, 60000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 110000, 3850, 4730, 6800000, 1500000, 350000, 11000, 500000, 2600, 3960, 4880, 78000, 12880, 58.85, 27.16, 53, 80, 204, 60, 20, 11000, 110000",A marketplace listing ultra-short one-character domain names for sale.
d.gy,https://d.gy,False,NONE,,"A personal blog by John Mullanaphy about family, projects, and gaming/tech ventures."
d.hm,http://d.hm/,True,NONE,,The domain d.hm is currently for sale.
d.ie,http://d.ie/,False,NONE,,"Plesk is a hosting control panel for managing servers, websites, DNS, mail and hosting services."
d.id,https://d.id,False,NONE,,A blockchain-based identity protocol project focused on proof of humanity and self-sovereign IDs.
d.je,https://d.je/,False,NONE,,Git access page for the University of Leicester student software development team.
d.io,https://d.io,False,NONE,0,"Diobox is an all-in-one event management platform for guest lists, check-in, seating, invitations, ticketing, and payments."
d.hr,http://d.hr,True,NONE,,A parked domain page for the d.hr domain offering an inquiry-to-purchase option.
d.ls,https://d.ls,False,NONE,,"A public file directory listing on a server, served by h5ai."
d.md,https://d.md/,False,NONE,,A placeholder website announcing 'Hello World' that is coming soon.
d.ly,https://d.ly,False,NONE,,A technology services and information site for alshamel.tech.
d.lu,http://d.lu,False,NONE,,Directsearch is a Luxembourg-based boutique executive search and recruitment consultancy.
d.my,https://d.my,False,NONE,0.0003,DeBounce is an email validation and verification service.
d.na,https://mountaintop.ju.mp/,True,NONE,,A marketplace offering premium domain names for sale.
d.nz,https://d.nz/,False,NONE,,d.nz is a New Zealand domain name.
d.nf,https://d.nf,False,NONE,"15.99, 17.99","An offshore hosting portal offering domain registration, transfers, and SSL certificates."
d.pn,https://d.pn,False,NONE,,A personal tech blog and project hub by David Mohl.
d.nr,https://d.nr,False,NONE,"17.7, 14.18","A domain registration and hosting services portal offering KVM VPS, SSL, and domain transfers."
d.pr,https://droplr.com/,False,NONE,,Droplr is a cloud-based screen recording and sharing software platform.
d.pl,http://d.pl/,False,NONE,,The domain is parked on E.pl servers.
d.mt,https://deal.com.mt/deals.html,False,NONE,"37.8, 43.2, 32.4, 32.4, 53.95, 237.6, 280.8, 106.92, 156.6, 81.0, 81.0, 156.6, 1.08, 1.08, 42.66, 53.46, 130.68, 186.24, 54.0, 108.0, 106.92, 106.92, 162.0, 91.8, 91.8, 129.6, 64.8, 64.8, 91.8, 1.08, 637.2, 1026.0, 204.12, 247.32, 146.88, 172.8, 1.08, 96.12, 145.8, 183.6, 270.0, 54.0, 54.0, 81.0, 1.08, 1.08, 1.08","Deal.com.mt is a Malta-based daily deals site offering discounted experiences, meals, and hotel stays."
d.sb,https://d.sb,False,NONE,,"A personal developer portfolio and blog for Daniel15, a software engineer focused on front-end React and open-source software."
d.sh,https://d.sh,False,NONE,,"A personal blog by David Mohl about coding, AI tools, and web services."
d.sl,https://d.sl/,False,NONE,,A generic prompt requesting a proper URL; no website information provided.
d.sc,http://ww25.dlrshv.es/?subid1=20251123-1207-35b9-b77a-f5e9d691fffe,True,NONE,,dlrshv.es is a domain name that may be for sale.
d.sv,http://d.sv/,False,NONE,,A 404 error page indicating the requested content was not found.
d.st,https://strickertv.locals.com/,False,NONE,,A membership-based community site for Daniel Stricker offering access to exclusive content and support for journalism.
d.kg,http://d.kg,True,1750,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 100000, 25000, 500000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 11000, 6800000, 1500000, 60000, 49000, 8900, 8900, 8900, 8900, 8900, 49000, 110000, 50000, 30000, 100000, 150000, 100000, 50000, 12880, 78000, 3960, 2600, 2600, 2600, 2600, 2600, 3960, 4880, 2600, 8900, 8900, 8900, 8900, 8900, 12880, 12880, 78000, 3960, 2600, 2600, 2600, 2600, 2600, 3960, 4880, 2600, 8900, 8900, 8900, 110000, 60000, 110000, 3850","A marketplace listing for sale of short domain names, including many one-character domains."
d.tj,https://d.tj/,False,NONE,,The website is currently displaying a 500 server error.
d.tl,https://d.tl/lander,False,NONE,,A copyright and privacy policy page for the D.TL domain.
d.ua,https://d.ua/,False,NONE,,A Ukrainian news website delivering national and international news.
d.tm,http://d.tm/,False,NONE,,A landing page promoting the premium .tm domain name d.tm.
e.ai,https://e.ai,False,NONE,,A social network with built-in messaging and universal payments called E.
e.af,https://e.af,False,NONE,,"A personal portfolio of Jingcheng Chen's works in architecture, computation, and Web-Art."
e.am,https://e.am/,False,NONE,,This is the e.am domain.
e.ar,https://e.ar/,False,NONE,,"An informational site about Argentina residency, incorporation, taxes, and banking."
d.ro,https://www.youtube.com/worldscott,False,NONE,,WorldScott is a YouTube channel that posts entertaining science and tech videos.
e.at,https://e.at,False,NONE,,Bitly’s page promoting custom domains and tools for branded short links and QR codes.
d.mk,http://d.mk,True,1750,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 500000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 6800000, 1500000, 350000, 60000, 1750, 123, 8900, 49000, 50, 500, 177000, 88580, 18000, 16800, 20, 4800, 100, 80, 19800, 53, 120, 30000, 110000, 204, 50000, 12880, 78000, 3960, 2600, 4880, 11000, 22880, 52880, 59000, 400000, 150000, 12880, 22880, 52880, 78000, 3850, 4730, 11000",Marketplace listing short-length domain names for sale.
d.vu,http://www.d.vu/,True,NONE,1.5,A domain name registrar/offer page indicating the domain may be for sale and inviting contact with the owner.
e.ac,http://e.ac/,False,NONE,,A premium .ac domain name (e.ac).
e.cr,https://e.cr/,False,NONE,,A placeholder page prompting the user to enter a valid URL.
e.bw,http://e.bw/,False,NONE,,E.BW is a beta AviFox project offering the shortest free URL shortener.
d.to,https://d.to,False,NONE,"12000, 12500, 17000, 5200, 1500, 450, 18300, 5400, 24000, 7200, 506, 20, 0, 140, 40, 10, 113, 18, 46, 8, 84, 0.5, 3, 4, 2","Dub is a modern link attribution platform offering branded short links, real-time analytics, and affiliate program management."
e.bo,https://e.bo/,False,NONE,,An obfuscated string that looks like a garbled URL with interspersed '.bo' tokens.
e.cm,http://e.cm/,False,NONE,,Default nginx welcome page indicating a web server is installed and running.
e.cg,http://e.cg/,True,NONE,,"The domain e.cg is parked and appears to be for sale, with contact options listed."
e.cc,https://3ic98y925tsz4i3.ecc0532.cc:8443/index.html?agentName=ZYM,False,NONE,,A demo home domain on a .cc domain with three webpage entries.
e.dk,https://e.dk,False,NONE,,Danish online retailer selling accessories and gear for tablets and smartphones.
e.cz,https://e.cz/,False,NONE,,A Liberec-based authorized service and repair company for gas boilers.
e.fo,https://e.fo/explore,False,NONE,,A Faroese Mastodon social server on the fediverse.
e.gd,https://e.gd/,False,NONE,,A 404 Not Found error page indicating the requested URL is unavailable.
e.fr,http://e.fr,False,NONE,0,"Edenred France, a corporate benefits platform offering employee perks and solutions."
d.mw,http://d.mw,True,1750,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 11000, 6800000, 1500000, 350000, 60000, 1750, 123, 8900, 49000, 800, 177000, 53, 88580, 20, 4800, 400000, 19800, 80, 8200, 120, 30000, 110000, 150000, 50000, 12880, 60, 59000, 58.85, 3850, 4730, 3960, 2600, 4880, 16800, 27.16",A marketplace listing short-domain names (including 1-character/1-letter domains) for sale.
e.de,https://e.de,False,NONE,,A German start page/portal that aggregates links to services and information.
e.gp,https://website.org/404?domain=e.gp,False,NONE,,"A domain/website offering free website creation under the e.gp domain, managed by Website.org."
e.gs,https://e.gs/,True,NONE,,The domain e.gs may be for sale.
e.gl,https://www.goslawski.de/,False,NONE,,A personal CV page inviting visitors to contact the owner.
d.ws,http://d.ws/,False,NONE,,A landing page for the domain website.ws branded as 'Your Internet Address For Life'.
e.hr,https://e.hr/,True,100000,100000,"The domain E.HR is for sale with a buy-it-now price of $100,000 on Spaceship.com."
e.im,https://email.im/?ref=e.im,False,NONE,,"Promotional page for Email Messenger, an email app."
e.ht,http://e.ht/,False,NONE,200,Minimal content mentioning a price of 200 with no sale context.
e.gy,https://e.gy,True,18000,"18000, 1290",A premium domain name 'e.gy' for sale with buy-now and lease-to-own options on a domain marketplace.
e.hm,https://e.hm/,False,NONE,,A Shanghai-based personal blog hosting essays and news posts by The Email Home Master.
e.id,https://e.id/,False,NONE,,A blockchain-based platform for digital identities and domain verification offering a unified EID identity.
e.gt,https://e.gt,False,NONE,"27.74, 27.74, 16.13, 2.69, 8.06, 18.92, 123.87","Guatemalan hosting, domain registration, and web design services provider."
e.kz,https://e.kz/,False,NONE,,The domain and hosting are configured; a website is coming soon.
e.me,https://e.me,False,NONE,,An AI-powered brand-name generator for creating personal or business names and promoting .ME domains.
e.lu,https://www.e.lu/,False,NONE,,A minimal placeholder page with a celebratory message and a note that there's nothing to see.
e.ml,https://e.ml/,False,NONE,,e.ml is a free in-browser inbox for inspecting .eml files.
e.mr,https://e.mr/,True,NONE,,A parked domain page indicating that the domain e.mr is for sale.
e.mk,http://e.mk,False,NONE,,QR.mk is a site offering QR code generation and related technology services.
e.nf,http://e.nf,False,NONE,,Global diamond manufacturing company with ethical sourcing and sustainability initiatives.
e.pe,https://e.pe,True,NONE,,A parked domain (e.pe) currently for sale.
e.my,https://e.my,False,NONE,"22.27, 29.09, 35.91, 42.73",A Malaysian mobile plans and device delivery deals site focused on Maxis services in Penang.
e.rw,https://e.rw,False,NONE,,An HTTP server test page powered by CentOS-WebPanel.
e.pn,https://e.pn,False,NONE,"1000, 10000, 50000, 100000",Virtual cards service with tiered spend-based fees and 24/7 support.
e.sc,https://e.sc/,False,NONE,,The site only features an eject symbol (⏏️) and lacks any sale information.
e.sg,https://www.e.sg/,False,NONE,,"e.sg is a service domain offering short names and tools such as URL shortening, email aliases, QR codes, profiles, and forms."
e.sh,http://e.sh/,False,NONE,,An advertisement for the premium domain name e.sh.
e.ro,http://e.ro,False,NONE,"1.1518, 1.0, 1.3061",RO24 is a Romanian news portal aggregating press reviews and the latest headlines.
e.td,https://e.td/,False,NONE,,The website is currently showing a database connection error.
e.sk,https://e.sk,False,NONE,0.0,"Corporate website for Energetika Slovensko, a Slovak energy supplier."
e.sv,https://emedia.foundation/,False,NONE,,eMedia Foundation is a multinational IT services and software organization offering discounted and free services and charitable projects.
e.tl,http://e.tl/,False,NONE,,Default placeholder page for Xserver hosting service indicating no homepage has been uploaded yet.
e.uk,https://e.uk,True,NONE,,The domain e.uk is for sale and available via offers.
e.tm,http://e.tm/,False,NONE,,A premium .tm domain name (e.tm).
e.vg,https://e.vg,False,NONE,,EVG is a free URL shortener with analytics and customization options.
e.mw,http://e.mw,True,1750,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 500000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 11000, 6800000, 1500000, 350000, 60000, 123, 8900, 177000, 49000, 50, 110000, 50000, 88580, 18000, 16800, 20, 4800, 400000, 19800, 8200, 30000, 12880, 59000, 3850, 22880, 52880, 78000, 3960, 2600, 4880, 59, 53, 204, 500, 84, 100, 80, 60, 12880",Marketplace for selling one-character and other short domain names.
e.vu,https://e.vu,False,NONE,,"Corporate site for CanaTec, a Canadian technology and consumer electronics brand offering products and services."
e.va,https://e.va/,False,NONE,,A 404 Not Found error page indicating the requested URL could not be found on the server.
f.ag,http://f.ag,False,NONE,,A site presenting gestalt laws for websites and their application to web design.
f.ac,http://f.ac/,False,NONE,,A parked domain page for f.ac with contact details.
e.pl,http://e.pl,False,NONE,"14.75, 24.5, 49.25, 73.5, 1.75, 3.75, 5, 19.5, 39, 48.5, 19.5, 39, 48.5, 11, 21.25, 31, 10.5, 20.5, 30, 8, 15.75, 23.75, 8, 15.75, 23.75, 9.75, 14.75, 29.25, 4.75, 9.25, 13.25, 9, 17.75, 25.5, 23.5, 3.25, 6.5, 9.25, 81, 162.5, 243.75",Polish domain registration and email hosting site.
e.kg,http://e.kg,True,1750,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 100000, 25000, 500000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 11000, 6800000, 1500000, 350000, 60000, 123, 8900, 8900, 8900, 8900, 8900, 49000, 110000, 50000, 500000, 177000, 88580, 18000, 12000, 16800, 16800, 20, 4800, 400000, 19800, 8200, 100000, 30000, 100000, 150000, 100000, 50000, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 78000, 3960, 2600, 2600, 2600, 2600, 2600, 3960, 4880, 2600, 8900, 8900, 8900, 60000, 110000, 53, 50, 27.16, 58.85, 58.85, 58.85, 58.85, 58.85, 58.85, 58.85, 58.85, 58.85, 58.85, 58.85, 58.85, 58.85, 58.85, 58.85, 58.85, 58.85",A marketplace selling one-character and other short internet domain names.
f.af,https://f.af/domain/f.af,True,NONE,,"A premium, single-letter Afghan domain (f.af) available for sale via inquiry."
f.ai,https://f.ai/listing,True,NONE,,The domain f.ai is for sale via Bodis's domain sales platform.
f.bi,https://f.bi/,False,NONE,,A 404 Not Found error page indicating the requested URL is unavailable.
f.cl,https://f.cl/,True,NONE,,The domain f.cl is for sale and parked with Sedo.
f.bw,https://f.bw/,False,NONE,,A coin-flip web page/site named F.bw.
f.am,https://f.am/,False,NONE,,Parked domain page for f.am using Sedo Domain Parking.
f.bo,https://f.bo/,False,NONE,,"A page listing miscellaneous .bo domain-style tokens and a contact email, with no sale indication."
f.cr,https://f.cr/,True,NONE,,The domain f.cr is a for-sale domain on a Sedo parked page.
e.ws,http://e.ws/,False,NONE,,"Domain Website.ws, a parking page with no sale listing."
f.cd,https://ifeifei.com/,False,NONE,,"A personal travel journal-style feed by Feifei, sharing travel moments in Sichuan and Thailand."
f.fm,https://f.fm/,False,NONE,,A digital solutions company named Eastrics.
f.fo,http://ww38.f.fo/,True,NONE,,The domain f.fo is advertised for sale.
f.cz,https://f.cz/explore,False,NONE,610000000000,A Mastodon-based federated social network server (f.cz) hosting posts in Czech and English.
f.gp,https://f.gp/,True,NONE,,The domain f.gp may be for sale.
f.gg,https://f.gg/,False,NONE,,"An online store offering keyboards, mice, and gaming accessories under the Fierce Gaming Gear brand."
f.cx,http://f.cx,False,NONE,,A Chinese real estate information portal offering property listings and city directories.
